society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,property_type
proxima tower,0.6,sector 37c,4602.0,1303.78,Super Built up area 1304(121.15 sq.m.),2,2,3,"pooja room,study room",5,,Under Construction,"['Shri Multispeciality Hospital', 'Kamla Hospital Gurgaon', 'Shri Balaji Hospital and Trauma Center', 'Yadav Hospital Gurgoan', 'Chandna Dental Surgery Orthodontic and Implant Centre', 'Esic Hospital Gurugram', 'The Muskan Dental Clinic', 'Harshila Dental Clinic', 'Dental Xpert Dental Clinic', 'Gautam Hospital', 'Clove Dental', 'Sunrise Hospital Gurgaon', 'Sai Dental Clinic', 'Bhanu Dental Care', 'Ankur Clinic and Maternity Home', 'Nutan Dental Hospital', 'Shri Ram Dental Clinic', 'Boxer Fuel Point', 'Basai dhankot railway station']",[],"['Lift(s)', 'Centrally Air Conditioned', 'Swimming Pool', 'Security Personnel', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Piped-gas', 'Fitness Centre / GYM']",flat
dlf new town heights,1.51,sector 90,6387.0,2364.18,Super Built up area 2364(219.62 sq.m.)Built Up area: 2362 sq.ft. (219.44 sq.m.)Carpet area: 2360 sq.ft. (219.25 sq.m.),4,4,3+,"servant room,pooja room",6,South,1 to 5 Year Old,"['Manish Gallexie 91', 'NH-8 IMT Manesar', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Airport', 'Holiday Inn Gurugram']","['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '20 Light', '2 AC', '1 Chimney', '1 Curtains', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",flat
bestech park view residency,1.01,sector 2,7137.0,1415.16,Super Built up area 1415(131.46 sq.m.),2,2,3,not availaible,0,East,5 to 10 Year Old,"['Dwarka Sector 21 Metro Station', 'HUDA Market, Sector 14', 'Ambience Mall', 'GAV Public School', 'The NorthCap University', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'DLF CyberHub', 'Fun N Food Village']","['2 Wardrobe', '2 Fan', '1 Geyser', '4 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",flat
tulip monsella,6.02,sector 53,20816.0,2892.01,Built Up area: 2892 (268.68 sq.m.),3,3,3,not availaible,29,,Aug 2026,"['Sector 53-54 Metro Station', 'Central Plaza Mall', 'The Big Tree Cafe', 'IILM University, Gurugram', 'The Banyan Tree World School', 'Sanar International Hospital', 'DLF Golf and Country Club', 'Mavens Inn', 'DoubleTree by Hilton Hotel']","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,flat
shri banke bihari society,1.35,sector 56,9642.0,1400.12,Super Built up area 1500(139.35 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,others,4,,10+ Year Old,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'State bank ATM', 'Icici bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'Arunodaya Deseret Eye Hospital', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'pracksht hospital', 'Anand Hospital Gurgaon', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'HCG CNG Station', 'Heera Fuel Station', 'State bank of india', 'Kotak mahindra bank', 'Indusind bank', 'Hdfc bank', 'Icici bank', 'Axis bank', 'Hdfc bank and atm', 'Hdfc bank & atm', '222', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Pizza Hut', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Cafe Tonini', 'Sagar Ratna', 'Shophouse by Kylin', 'Iilm University', 'IILM', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School']","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '2 Geyser', '8 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",flat
sobha city,3.35,sector 108,13266.0,2525.25,Super Built up area 2072.9(192.58 sq.m.),3,4,2,not availaible,19,,0 to 1 Year Old,"['Dwarka Sector 21', 'Dwarka Expressway', 'Vasant Kunj', 'The Shikshiyan School', 'The NorthCap University', 'Rions Hospital', 'IGI Airport', 'Gurgaon', 'WTC Plaza', 'Luxus Haritma Resort', 'Fun N Food WaterPark', 'BSF Golf Course', 'Nehru Stadium']",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",flat
international city by sobha phase 1,6.0,sector 109,9634.0,6228.0,Plot area 692(578.6 sq.m.),4,5,3,not available,2,North-East,5 to 10 Year Old,"['Dwarka sector 21 metro station', 'Pacific D21 Mall', 'Dharampeth Main Road', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', ""Rion's Hospital"", 'Indira Gandhi International Airport', 'Gurgaon railway station', 'The Executive Centre', 'Luxus Haritma Resort', ""Oyster's Water Park"", 'BSF Golf Course']",[],"['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",house
bestech park view residency,1.02,sector 2,7208.0,1415.09,Super Built up area 1415(131.46 sq.m.),2,2,3,not availaible,11,South-West,5 to 10 Year Old,"['Dwarka Sector 21 Metro Station', 'HUDA Market, Sector 14', 'Ambience Mall', 'GAV Public School', 'The NorthCap University', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'DLF CyberHub', 'Fun N Food Village']","['2 Wardrobe', '4 Fan', '1 Geyser', '4 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",flat
indiabulls centrum park,1.05,sector 103,5861.0,1791.5,Built Up area: 1365 (126.81 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,not availaible,1,West,1 to 5 Year Old,"['Gurgaon Dreamz Mall', 'HUDA Market, Sector 14', 'Dwarka Expressway', 'Delhi Gurgaon Expressway', 'S N International School', 'The NorthCap University', 'Metro Hospital, Palam Vihar', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Emaar Business Park', 'Country Inn and Suites by Radisson', 'Sector 29 Gurgaon Pubs and Bars', 'HUDA Mini Golf Course', 'Infinitys Badminton Academy', 'F9 Go Karting Gurgaon']","['2 Wardrobe', '4 Fan', '2 Geyser', '15 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,flat
ireo skyon,2.15,sector 60,23344.0,921.01,Super Built up area 1524(141.58 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 921 sq.ft. (85.56 sq.m.),2,3,2,servant room,5,East,1 to 5 Year Old,"['Sector 55-56 Metro', 'Golf Course Extension', 'Adarsh Senior Secondary School', 'Swastik Hospital Sec 66', 'IGI Airport', 'Surajgarh Gurgaon, Golf Course Ext Rd', 'International Tech Park Gurgaon,']","['5 Wardrobe', '3 Fan', '2 Geyser', '1 Stove', '5 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",flat
m3m crown,4.67,sector 111,17000.0,2747.06,Carpet area: 2750 (255.48 sq.m.),4,4,3+,not availaible,8,,Dec 2025,"['Palam Vihar Vyapar kendra', 'HUDA Sector 23 Market', 'Palam triangle', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'DGD Bamnoli', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'Axis bank', 'Punjab national bank', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', 'Om Sweets', ""McDonald's"", 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']",[],,flat
rof ananda,0.26,sector 95,6842.0,380.01,Carpet area: 380 (35.3 sq.m.),1,1,1,not availaible,8,North,0 to 1 Year Old,"['Metro', 'Dwarka Expressway', 'Rajeev Chowk', 'NH8', 'KMP Expressway', 'IMT Manesar', 'ISBT', 'Hero Honda Chowk', 'IGI Airport', 'Railway Station', 'Proposed Diplomatic enclave', 'Flava', 'Spicy Salsa', ""Nihar's Cafe"", 'Cheeni singh restaurant']","['4 Fan', '5 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",flat
godrej summit,1.35,sector 104,5000.0,2700.0,Carpet area: 2700 (250.84 sq.m.),4,5,3+,"study room,servant room,store room,pooja room",0,North-East,1 to 5 Year Old,"['MG Road Metro Station', 'The Esplanade Mall', 'Dhanwapur Road', 'Dwarka Expy', 'Blue Bells Model School', 'The NorthCap University', 'Aryan Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station', 'Oswal buildings, Udyog Vihar', 'Altrade Business Centre', 'Country Inn & Suites by Radisson', 'Appu Ghar', 'Hamoni Golf Camp', 'Nehru Stadium']",,"['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",flat
suncity platinum towers,7.0,sector 28,22222.0,3150.03,Super Built up area 3150(292.64 sq.m.)Carpet area: 1913 sq.ft. (177.72 sq.m.),4,3,2,servant room,10,North,5 to 10 Year Old,"['Iffco Chowk', 'MG Road', 'Plaza Mall', 'MGF Metropolitan Mall', 'NH 48', 'Lancers International School', 'Sushant University', 'The NorthCap University', 'Umkal Hospital', 'Paras Hospitals, Gurgaon', 'Indira Gandhi Intl Airport']","['4 Fan', '8 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']",flat
gls arawali homes,0.27,sohna road,4600.0,586.96,Super Built up area 576(53.51 sq.m.),2,2,2,not availaible,5,,0 to 1 Year Old,"['Huda City Centre', 'Golf Course Road', 'Delhi-Mumbai Expressway', 'KMP Expressway', 'Rajiv Chowk', 'IGI Airport']",[],"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",flat
vatika xpressions,0.92,sector 88b,6815.0,1349.96,Built Up area: 1350 (125.42 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),2,2,3,not availaible,3,,Within 6 months,"['Dwarka Expressway', 'Adarsh public school,Garhi Harsaru', 'Excellere World School', 'PHC Garhi Harsaru', 'Aman Hospital & Surgical Centre', 'Garhi Harsaru Junction', 'Neemrana Palace']",,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park']",flat
independent,5.1,sector 23,16569.0,3078.0,Plot area 342(285.96 sq.m.)Built Up area: 125 sq.yards (104.52 sq.m.)Carpet area: 100 sq.yards (83.61 sq.m.),3,2,0,others,1,East,10+ Year Old,"['HUDA Sector 23 Market', 'Palam triangle', 'Palam Vihar Vyapar kendra', 'Ram Mandir', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Metro Hospital and Heart Institute Gurgaon', 'Kalyan Hospital Gurgaon', 'HUDA sector 23 parking', 'Ansals Plaza above ground car parking', 'Ansals plaza underground car parking', 'Punjab national bank', 'Axis bank', 'Oriental bank of commerce', 'Big Cinemas', 'Om Sweets', 'Pind Baluchi', 'Moti Mahal', ""Domino's Pizza"", 'Pizza Hut', 'Cafe Coffee Day', ""McDonald's"", 'THE NORTHCAP UNIVERSITY', 'Swiss Cottage school', 'Masti ki Pathshala Teach India', 'Chiranjiv Bharati School', 'Palam vihar railway station']","['1 Wardrobe', '1 Fan', '1 Exhaust Fan', '1 Geyser', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Water Storage', 'Park', 'Waste Disposal', 'Rain Water Harvesting']",house
independent,4.49,sector 45,24455.0,1836.0,Plot area 204(170.57 sq.m.),9,9,3+,others,3,North-West,5 to 10 Year Old,"['Huda city centre metro station', 'Axis bank ATM', 'State bank of india ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Hdfc ATM', 'Icici bank ATM', 'Axis bank ATM', 'Dispencery', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Naval Mendiratta', 'Arihant Hospital', 'Gupta', 'Shivam Hospital Gurgaon', 'Sukhmani Hospital Pvt. Ltd', 'Dr. Kutbuddin Akbary', 'Paras Hospital Gurgaon', 'Centre For Sight Gurgaon Sector 29', 'Pernod Ricard Charitable Dispensary', 'City Medical', 'Gardian Pharmacy', 'Gardian Pharmacy', 'Bharat petroleum', 'Hdfc bank', 'Hdfc bank', 'Icici bank', 'Raj Restaurant', 'PWO house', 'Fast food', 'Fast Food', 'Bar and restaurant', 'Om Sweets', 'Balaji Vegetarian Paradise', 'St. Angels Jr', 'St. Angels Sr', 'School of Inspired Leadership SOIL', 'Manav Rachna School', 'Amity Global School', 'Stones2milestones', 'CR Model Public School', 'Delhi Public School Primary Section', 'Gurugram University', 'Manav Rachna Swimming Pool', 'Ncr library']","['9 Wardrobe', '12 Fan', '1 Exhaust Fan', '10 Geyser', '36 Light', '1 Modular Kitchen', '3 Chimney', '12 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'False Ceiling Lighting', 'Water Storage', 'Recently Renovated', 'Visitor Parking', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting']",house
independent,11.95,sector 56,43534.0,2745.0,Plot area 305(255.02 sq.m.),12,12,3+,servant room,4,West,1 to 5 Year Old,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'State bank ATM', 'Icici bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'pracksht hospital', 'Arunodaya Deseret Eye Hospital', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank and atm', 'State bank of india', 'Kotak mahindra bank', 'Indusind bank', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank & atm', 'Hdfc bank', '222', 'Pizza Hut', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Cafe Tonini', 'Sagar Ratna', 'IILM', 'Iilm University', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School']","['12 Wardrobe', '25 Fan', '1 Exhaust Fan', '16 Geyser', '26 Light', '16 AC', '1 Modular Kitchen', '4 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",house
experion windchants,2.6,sector 112,10651.0,2441.09,Super Built up area 2441(226.78 sq.m.)Built Up area: 1939.03 sq.ft. (180.14 sq.m.),2,2,3,not availaible,8,North-East,1 to 5 Year Old,"['Ansal Plaza', 'Dwaraka Expressway', 'First Step Play School', 'Sri Ma Montessori International', 'Jai Sai Ram Hospital', 'Park Hospital', 'IGI Airport', 'Gurgaon Railway Station']","['7 Fan', '1 Exhaust Fan', '1 Geyser', '8 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",flat
